,project_id,project_location_id,precision_code,geoname_id,place_name,latitude,longitude,location_type_code,location_type_name,gazetteer_adm_code,gazetteer_adm_name,location_class,geographic_exactness,project_title,start_actual_isodate,end_actual_isodate,donors_iso3,recipients,recipients_iso3,ad_sector_codes,ad_sector_names,ad_purpose_codes,ad_purpose_names,status,transactions_start_year,transactions_end_year,project_total_commitments,total_disbursements,even_split_commitments,even_split_disbursements,recommended_for_research,umbrella,year,year_uncertain,crs_sector_code,crs_sector_name,flow,all_recipients,recipient_condensed,sources_count,funding_agency,cofinancing_agency,implementing_agency,recipient_agencies,recipient_agencies_count,flow_class,intent,amount,currency,deflators_used,exchange_rates_used,usd_defl_2014,usd_current,start_actual,start_planned,end_actual,end_planned,recipient_count,recipient_cow_code,recipient_oecd_code,recipient_oecd_name,recipient_iso3,recipient_iso2,recipient_un_code,recipient_imf_code,line_of_credit,is_cofinanced,is_ground_truthing,loan_type,interest_rate,maturity,grace_period,grant_element,location_details,contacts,source_triangulation,field_completeness,round_coded,geometry,index_right,GDLCODE,iso_code,country,region,layer,path,Continent
2961,36953,36953_11112282,1,11112282,Space and Upper Atmosphere Research Commission,24.9178,66.92133000000001,OBS,observatory,6295630|6255147|PK|05|11112282,Earth|Asia|Pakistan|Sindh|Space and Upper Atmosphere Research Commission,3,1,"China Exim Bank loans 86M for The Paksat-1R ground control in Pakistan (linked to #37286, #43298)",,2011-08-11,CHN,Pakistan,PAK,220,Communications,,,Completion,2010,2010,16068916.0,,16068916.0,,True,False,2010,False,220,Communications,Loan (excluding debt rescheduling),Pakistan,Pakistan,17,"Export-Import Bank of China, Government Agency",,"Space and Upper Atmosphere Research Commission (SUPARCO), Pakistan, Government Agency","Space and Upper Atmosphere Research Commission (SUPARCO), Pakistan, Government Agency",1.0,ODA-like,Development,86500000.0,CNY,0.795103379,6.770269029,16068916.0,12776449.0,,2010-10-29,2011-08-11,,1,770,665,Pakistan,PAK,PK,586,564,False,False,False,,,,,,,"Masood Khan, Pakistani Ambassador to China (Pakistan)",7,9,AdditionalCoded,POINT (66.92133000000001 24.9178),929.0,PAKr102,PAK,Pakistan,Sindh,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AS
2962,36960,36960_3688689,1,3688689,Bogotá,4.60971,-74.08175,PPLC,capital of a political entity,6295630|6255150|CO|34|3688689,Earth|South America|Colombia|Bogota D.C.|Bogotá,2,1,UJTL and Chinese University signed agreement to open Confucius Institute,,,CHN,Colombia,COL,110,Education,,,Completion,2012,2012,,,,,True,False,2012,False,110,Education,Grant,Colombia,Colombia,7,"Unspecified Chinese Government Institution, Government Agency",,"University of Foreign Studies in Tianjin, Academic, Training and Research; Universidad Jorge Tadeo Lozano (UJTL), Academic, Training and Research","Universidad Jorge Tadeo Lozano (UJTL), Academic, Training and Research",1.0,OOF-like,Representational,,,,,,,,,,,1,100,437,Colombia,COL,CO,170,233,False,False,False,,,,,,Bogota,"Wang Xiaoyuan, Ambassador to Colombia (Ministry of Foreign Affairs); Xiu Gang, Rector (University of Foreign Studies in Tianjin); Enrique Posada Cano, Director of Observatorio de Asia PacÍ_fico (Universidad Jorge Tadeo Lozano (UJTL))",9,8,EcologicallySensitive,POINT (-74.08175 4.60971),241.0,COLr111,COL,Colombia,Cundinamarca,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,SA
2963,36985,36985_1164807,4,1164807,Sindh,26.133329999999997,68.76666999999999,ADM1,first-order administrative division,6295630|6255147|PK|05,Earth|Asia|Pakistan|Sindh,1,1,China grants $10 million for post-flood victims compensation (linked to #36984),,,CHN,Pakistan,PAK,700,Emergency Response,,,Completion,2010,2010,12576981.0,,3144245.25,,True,False,2010,False,700,Emergency Response,Grant,Pakistan,Pakistan,16,"Unspecified Chinese Government Institution, Government Agency",,,,,ODA-like,Development,10000000.0,USD,0.795103379,1.0,12576981.0,10000000.0,,2010-12-18,,,1,770,665,Pakistan,PAK,PK,586,564,False,False,False,,,,,,,"Yousuf Raza Gilani , Prime Minister ; Qamar Zaman Kaira, Information Minister ",7,7,AdditionalCoded,POINT (68.76666999999999 26.13333),929.0,PAKr102,PAK,Pakistan,Sindh,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AS
2964,36985,36985_1183606,4,1183606,Balochistān,28.47849,65.64355,ADM1,first-order administrative division,6295630|6255147|PK|02,Earth|Asia|Pakistan|Balochistān,1,1,China grants $10 million for post-flood victims compensation (linked to #36984),,,CHN,Pakistan,PAK,700,Emergency Response,,,Completion,2010,2010,12576981.0,,3144245.25,,True,False,2010,False,700,Emergency Response,Grant,Pakistan,Pakistan,16,"Unspecified Chinese Government Institution, Government Agency",,,,,ODA-like,Development,10000000.0,USD,0.795103379,1.0,12576981.0,10000000.0,,2010-12-18,,,1,770,665,Pakistan,PAK,PK,586,564,False,False,False,,,,,,,"Yousuf Raza Gilani , Prime Minister ; Qamar Zaman Kaira, Information Minister ",7,7,AdditionalCoded,POINT (65.64355 28.47849),931.0,PAKr104,PAK,Pakistan,Balochistan,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AS
2965,36985,36985_1167710,4,1167710,Punjab,30.85,72.31667,ADM1,first-order administrative division,6295630|6255147|PK|04,Earth|Asia|Pakistan|Punjab,1,1,China grants $10 million for post-flood victims compensation (linked to #36984),,,CHN,Pakistan,PAK,700,Emergency Response,,,Completion,2010,2010,12576981.0,,3144245.25,,True,False,2010,False,700,Emergency Response,Grant,Pakistan,Pakistan,16,"Unspecified Chinese Government Institution, Government Agency",,,,,ODA-like,Development,10000000.0,USD,0.795103379,1.0,12576981.0,10000000.0,,2010-12-18,,,1,770,665,Pakistan,PAK,PK,586,564,False,False,False,,,,,,,"Yousuf Raza Gilani , Prime Minister ; Qamar Zaman Kaira, Information Minister ",7,7,AdditionalCoded,POINT (72.31667 30.85),928.0,PAKr101,PAK,Pakistan,Punjab (incl Islamabad),GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AS
2966,36985,36985_1168873,4,1168873,Khyber Pakhtunkhwa,34.45993,72.50237,ADM1,first-order administrative division,6295630|6255147|PK|03,Earth|Asia|Pakistan|Khyber Pakhtunkhwa,1,1,China grants $10 million for post-flood victims compensation (linked to #36984),,,CHN,Pakistan,PAK,700,Emergency Response,,,Completion,2010,2010,12576981.0,,3144245.25,,True,False,2010,False,700,Emergency Response,Grant,Pakistan,Pakistan,16,"Unspecified Chinese Government Institution, Government Agency",,,,,ODA-like,Development,10000000.0,USD,0.795103379,1.0,12576981.0,10000000.0,,2010-12-18,,,1,770,665,Pakistan,PAK,PK,586,564,False,False,False,,,,,,,"Yousuf Raza Gilani , Prime Minister ; Qamar Zaman Kaira, Information Minister ",7,7,AdditionalCoded,POINT (72.50237 34.45993),930.0,PAKr103,PAK,Pakistan,Khyber Pakhtunkhwa (NWFrontier),GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AS
2967,37005,37005_11608924,1,11608924,Instituto Cultural Chino Huaxia,19.37363,-99.163,SCH,school,6295630|6255149|MX|09|8379133|11608924,Earth|North America|Mexico|Mexico City|Benito Juárez  Borough|Instituto Cultural Chino Huaxia,3,1,China establishes and equips Confucius Institute,,,CHN,Mexico,MEX,110,Education,,,Completion,2006,2006,,,,,True,False,2006,True,110,Education,Grant,Mexico,Mexico,5,"Unspecified Chinese Government Institution, Government Agency",,"Hanban Confucius Institute , Government Agency",,,OOF-like,Representational,,,,,,,,,,,1,70,358,Mexico,MEX,MX,484,273,False,False,False,,,,,,Mexico City,,5,8,AdditionalCoded,POINT (-99.163 19.37363),761.0,MEXr109,MEX,Mexico,Distrito Federal,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,NCA
2968,37016,37016_1176615,1,1176615,Islamabad,33.72148,73.04329,PPLC,capital of a political entity,6295630|6255147|PK|08|1176615,Earth|Asia|Pakistan|Islāmābād Capital Territory|Islamabad,2,1,Loan for 'Safe City Islamabad' project,,,CHN,Pakistan,PAK,150,Government and Civil Society,,,Implementation,2010,2010,155954563.0,,155954563.0,,True,False,2010,False,150,Government and Civil Society,Loan (excluding debt rescheduling),Pakistan,Pakistan,22,"Export-Import Bank of China, Government Agency",,"Huawei Technologies Co., Ltd., Private Sector; Islamabad Chamber of Commerce & Industry (ICCI), Private Sector","Islamabad Chamber of Commerce & Industry (ICCI), Private Sector",1.0,ODA-like,Development,124000000.0,USD,0.795103379,1.0,155954563.0,124000000.0,,2010-10-18,,,1,770,665,Pakistan,PAK,PK,586,564,False,False,False,Concessional,2.0,20.0,,44.6,,"Li Jun, VIce President (Export-Import Bank of China); Sibtain Fazal Haleem, Secretary of the Economic Affairs Division (Pakistan); Syed Yusuf Raza Gilani, Prime Minister ; Tahir Alam Khan, Police Inspector ; Sultan Azam Taimuri, ; Nisar Chaudhary, Interior Minister ; Shahzad Anwar Bhatti, Director General Rawalpindi section ; Muzzamil Hussain Sabri, President (Islamabad Chamber of Commerce & Industry (ICCI)); Abdul Rauf Alam, Group leader (Islamabad Chamber of Commerce & Industry (ICCI))",7,8,AdditionalCoded,POINT (73.04329 33.72148),928.0,PAKr101,PAK,Pakistan,Punjab (incl Islamabad),GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AS
2969,37023,37023_1331506,1,1331506,Mayo Hospital,31.57218,74.31449,HSP,hospital,6295630|6255147|PK|04|1331506,Earth|Asia|Pakistan|Punjab|Mayo Hospital,3,1,Chinese surgeons perform 1000 cataract operations in Pakistan,2011-12-07,,CHN,Pakistan,PAK,120,Health,,,Completion,2010,2010,,,,,True,False,2010,False,120,Health,Free-standing technical assistance,Pakistan,Pakistan,10,"Unspecified Chinese Government Institution, Government Agency",,,,,ODA-like,Development,,,,,,,2011-12-07,2010-12-17,,,1,770,665,Pakistan,PAK,PK,586,564,False,False,False,,,,,,,"Qamar Zaman Kaira, Minister of Information and Braodcasting (Pakistan); Mohammad Munir Qureishi , Facilitator for the program, KCH ; Shakil Mullick, Deputy Medical Superintendent KCH ; Liu Jian, Head of Mission ; Syed Yusuf Raza Gilani, Prime Minister ; Song Xudong, Team Chief ",8,7,AdditionalCoded,POINT (74.31449000000001 31.57218),928.0,PAKr101,PAK,Pakistan,Punjab (incl Islamabad),GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AS
2970,37023,37023_11594297,1,11594297,Civil Hospital of Karachi,24.859,67.01011,HSP,hospital,6295630|6255147|PK|05|11594297,Earth|Asia|Pakistan|Sindh|Civil Hospital of Karachi,3,1,Chinese surgeons perform 1000 cataract operations in Pakistan,2011-12-07,,CHN,Pakistan,PAK,120,Health,,,Completion,2010,2010,,,,,True,False,2010,False,120,Health,Free-standing technical assistance,Pakistan,Pakistan,10,"Unspecified Chinese Government Institution, Government Agency",,,,,ODA-like,Development,,,,,,,2011-12-07,2010-12-17,,,1,770,665,Pakistan,PAK,PK,586,564,False,False,False,,,,,,,"Qamar Zaman Kaira, Minister of Information and Braodcasting (Pakistan); Mohammad Munir Qureishi , Facilitator for the program, KCH ; Shakil Mullick, Deputy Medical Superintendent KCH ; Liu Jian, Head of Mission ; Syed Yusuf Raza Gilani, Prime Minister ; Song Xudong, Team Chief ",8,7,AdditionalCoded,POINT (67.01011 24.859),929.0,PAKr102,PAK,Pakistan,Sindh,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AS
2971,37023,37023_11594839,1,11594839,Nishtar Hospital,30.2025,71.44444,HSP,hospital,6295630|6255147|PK|04|11594839,Earth|Asia|Pakistan|Punjab|Nishtar Hospital,3,1,Chinese surgeons perform 1000 cataract operations in Pakistan,2011-12-07,,CHN,Pakistan,PAK,120,Health,,,Completion,2010,2010,,,,,True,False,2010,False,120,Health,Free-standing technical assistance,Pakistan,Pakistan,10,"Unspecified Chinese Government Institution, Government Agency",,,,,ODA-like,Development,,,,,,,2011-12-07,2010-12-17,,,1,770,665,Pakistan,PAK,PK,586,564,False,False,False,,,,,,,"Qamar Zaman Kaira, Minister of Information and Braodcasting (Pakistan); Mohammad Munir Qureishi , Facilitator for the program, KCH ; Shakil Mullick, Deputy Medical Superintendent KCH ; Liu Jian, Head of Mission ; Syed Yusuf Raza Gilani, Prime Minister ; Song Xudong, Team Chief ",8,7,AdditionalCoded,POINT (71.44444 30.2025),928.0,PAKr101,PAK,Pakistan,Punjab (incl Islamabad),GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AS
2972,37023,37023_7038514,1,7038514,PIMS,33.70283,73.05329,ITTR,research institute,6295630|6255147|PK|08|7038514,Earth|Asia|Pakistan|Islāmābād Capital Territory|PIMS,3,1,Chinese surgeons perform 1000 cataract operations in Pakistan,2011-12-07,,CHN,Pakistan,PAK,120,Health,,,Completion,2010,2010,,,,,True,False,2010,False,120,Health,Free-standing technical assistance,Pakistan,Pakistan,10,"Unspecified Chinese Government Institution, Government Agency",,,,,ODA-like,Development,,,,,,,2011-12-07,2010-12-17,,,1,770,665,Pakistan,PAK,PK,586,564,False,False,False,,,,,,,"Qamar Zaman Kaira, Minister of Information and Braodcasting (Pakistan); Mohammad Munir Qureishi , Facilitator for the program, KCH ; Shakil Mullick, Deputy Medical Superintendent KCH ; Liu Jian, Head of Mission ; Syed Yusuf Raza Gilani, Prime Minister ; Song Xudong, Team Chief ",8,7,AdditionalCoded,POINT (73.05329 33.70283),928.0,PAKr101,PAK,Pakistan,Punjab (incl Islamabad),GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AS
2973,37029,37029_3688689,1,3688689,Bogotá,4.60971,-74.08175,PPLC,capital of a political entity,6295630|6255150|CO|34|3688689,Earth|South America|Colombia|Bogota D.C.|Bogotá,2,1,Confucius Institute founded in Universidad de los Andes,,,CHN,Colombia,COL,110,Education,,,Completion,2007,2007,,,,,True,False,2007,False,110,Education,Grant,Colombia,Colombia,4,"Confucius Institute, Government Agency",,"La Universidad de Los Andes, Academic, Training and Research","La Universidad de Los Andes, Academic, Training and Research",1.0,OOF-like,Representational,,,,,,,,,,,1,100,437,Colombia,COL,CO,170,233,False,False,False,,,,,,Bogota,,6,8,EcologicallySensitive,POINT (-74.08175 4.60971),241.0,COLr111,COL,Colombia,Cundinamarca,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,SA
2974,37069,37069_1404688,5,1404688,Sehwān,26.416359999999997,67.85691,AREA,area,6295630|6255147|PK|05|1404688,Earth|Asia|Pakistan|Sindh|Sehwān,4,2,China's PLa donates 80 tons of medicine and other relief goods for flood relief in Pakistan (linked to #36861),2010-09-20,,CHN,Pakistan,PAK,700,Emergency Response,,,Completion,2010,2010,,,,,True,False,2010,False,700,Emergency Response,Grant,Pakistan,Pakistan,3,"Unspecified Chinese Government Institution, Government Agency",,"People's Liberation Army (PLA), Government Agency",,,ODA-like,Development,,,,,,,2010-09-20,,,,1,770,665,Pakistan,PAK,PK,586,564,False,False,False,,,,,,"Sehwan, Sindh Province","Liu Jian, Chinese Ambassador to Pakistan (Chinese Embassy)",3,8,AdditionalCoded,POINT (67.85691 26.41636),929.0,PAKr102,PAK,Pakistan,Sindh,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AS
2975,37083,37083_3480815,1,3480815,Montevideo,-34.90222,-56.20861,PRT,port,6295630|6255150|UY|10|3480815,Earth|South America|Uruguay|Departamento de Montevideo|Montevideo,3,1,China donates $1.5 million USD scanner to Uruguay's National Port Authority ,,,CHN,Uruguay,URY,210,Transport and Storage,,,Completion,2010,2010,1886547.0,,1886547.0,,True,False,2010,False,210,Transport and Storage,Grant,Uruguay,Uruguay,3,"Unspecified Chinese Government Institution, Government Agency",,National Ports Administration of Uruguay (ANP),National Ports Administration of Uruguay (ANP),1.0,ODA-like,Development,1500000.0,USD,0.795103379,1.0,1886547.0,1500000.0,,,,,1,165,460,Uruguay,URY,UY,858,298,False,False,False,,,,,,Montevideo,"Alberto DÍ_az, President (National Ports Administration of Uruguay (ANP)); Enrique Pintado, Minister of Transport and Public Works (National Ports Administration of Uruguay (ANP)); Li Zhongliang, Ambassador of Uruguay to China (Eastern Republic of Uruguay)",3,8,AdditionalCoded,POINT (-56.20861 -34.90222),,URYr101,URY,,,,,
2976,37095,37095_3682314,3,3682314,Frontino,6.66667,-76.33333,ADM2,second-order administrative division,6295630|6255150|CO|02|3682314,Earth|South America|Colombia|Antioquia|Frontino,1,1,China Embassy of Colombia Donated Computers to the first lady of Colombia's Public Service in Presidential Palace,,,CHN,Colombia,COL,110,Education,,,Completion,2010,2010,,,,,True,False,2010,False,110,Education,Grant,Colombia,Colombia,2,"Chinese Embassy/Consulate, Government Agency",,,,,ODA-like,Development,,,,,,,,,,,1,100,437,Colombia,COL,CO,170,233,False,False,False,,,,,,BogotÍ,"Wang Xiaoyuan, China's Ambassador to Colombia ",3,7,EcologicallySensitive,POINT (-76.33333 6.66667),236.0,COLr103,COL,Colombia,Bogota D.C.,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,SA
2977,37095,37095_3674655,3,3674655,Mocoa,1.15,-76.61667,ADM2,second-order administrative division,6295630|6255150|CO|22|3674655,Earth|South America|Colombia|Departamento del Putumayo|Mocoa,1,1,China Embassy of Colombia Donated Computers to the first lady of Colombia's Public Service in Presidential Palace,,,CHN,Colombia,COL,110,Education,,,Completion,2010,2010,,,,,True,False,2010,False,110,Education,Grant,Colombia,Colombia,2,"Chinese Embassy/Consulate, Government Agency",,,,,ODA-like,Development,,,,,,,,,,,1,100,437,Colombia,COL,CO,170,233,False,False,False,,,,,,BogotÍ,"Wang Xiaoyuan, China's Ambassador to Colombia ",3,7,EcologicallySensitive,POINT (-76.61667 1.15),257.0,COLr127,COL,Colombia,Putumayo,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,SA
2978,37103,37103_192064,4,192064,Kilifi,-3.563,39.644,ADM1,first-order administrative division,6295630|6255146|KE|23,Earth|Africa|Kenya|Kilifi,1,2,China EXIM Bank Loans USD 1.633B for Nairobi-Mombasa Railway Section (link to project #31777 and #47025),,,CHN,Kenya,KEN,210,Transport and Storage,,,Completion,2014,2014,1633000000.0,,204125000.0,,True,False,2014,False,210,Transport and Storage,Loan (excluding debt rescheduling),Kenya,Kenya,12,"Export-Import Bank of China, Government Agency",,"China Road & Bridge Corporation (CRBC), State-Owned Company",,,OOF-like,Mixed,1633000000.0,USD,1.0,1.0,1633000000.0,1633000000.0,,,,,1,501,248,Kenya,KEN,KE,404,664,False,True,False,Some Information,,10.0,5.0,,Nairobi; Mombasa,,14,9,AdditionalCoded,POINT (39.644 -3.563),638.0,KENr103,KEN,Kenya,Coast,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
2979,37103,37103_187661,1,187661,Mariakani,-3.86332,39.473620000000004,PPL,populated place,6295630|6255146|KE|28|187661,Earth|Africa|Kenya|Kwale|Mariakani,2,1,China EXIM Bank Loans USD 1.633B for Nairobi-Mombasa Railway Section (link to project #31777 and #47025),,,CHN,Kenya,KEN,210,Transport and Storage,,,Completion,2014,2014,1633000000.0,,204125000.0,,True,False,2014,False,210,Transport and Storage,Loan (excluding debt rescheduling),Kenya,Kenya,12,"Export-Import Bank of China, Government Agency",,"China Road & Bridge Corporation (CRBC), State-Owned Company",,,OOF-like,Mixed,1633000000.0,USD,1.0,1.0,1633000000.0,1633000000.0,,,,,1,501,248,Kenya,KEN,KE,404,664,False,True,False,Some Information,,10.0,5.0,,Nairobi; Mombasa,,14,9,AdditionalCoded,POINT (39.47362 -3.86332),638.0,KENr103,KEN,Kenya,Coast,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
2980,37103,37103_200787,1,200787,Athi River,-1.4563,36.97826,PPL,populated place,6295630|6255146|KE|31|200787,Earth|Africa|Kenya|Machakos|Athi River,2,1,China EXIM Bank Loans USD 1.633B for Nairobi-Mombasa Railway Section (link to project #31777 and #47025),,,CHN,Kenya,KEN,210,Transport and Storage,,,Completion,2014,2014,1633000000.0,,204125000.0,,True,False,2014,False,210,Transport and Storage,Loan (excluding debt rescheduling),Kenya,Kenya,12,"Export-Import Bank of China, Government Agency",,"China Road & Bridge Corporation (CRBC), State-Owned Company",,,OOF-like,Mixed,1633000000.0,USD,1.0,1.0,1633000000.0,1633000000.0,,,,,1,501,248,Kenya,KEN,KE,404,664,False,True,False,Some Information,,10.0,5.0,,Nairobi; Mombasa,,14,9,AdditionalCoded,POINT (36.97826 -1.4563),639.0,KENr104,KEN,Kenya,Eastern,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
2981,37103,37103_188123,1,188123,Makindu,-2.28524,37.82654,PPL,populated place,6295630|6255146|KE|32|188123,Earth|Africa|Kenya|Makueni|Makindu,2,1,China EXIM Bank Loans USD 1.633B for Nairobi-Mombasa Railway Section (link to project #31777 and #47025),,,CHN,Kenya,KEN,210,Transport and Storage,,,Completion,2014,2014,1633000000.0,,204125000.0,,True,False,2014,False,210,Transport and Storage,Loan (excluding debt rescheduling),Kenya,Kenya,12,"Export-Import Bank of China, Government Agency",,"China Road & Bridge Corporation (CRBC), State-Owned Company",,,OOF-like,Mixed,1633000000.0,USD,1.0,1.0,1633000000.0,1633000000.0,,,,,1,501,248,Kenya,KEN,KE,404,664,False,True,False,Some Information,,10.0,5.0,,Nairobi; Mombasa,,14,9,AdditionalCoded,POINT (37.82654 -2.28524),639.0,KENr104,KEN,Kenya,Eastern,GDL-SHP-Clean-v3,C:/Users/fstev/mthesis/shapefiles/GDL-SHP-Clean-v3.shp,AF
